Date,Open,High,Low,Close,Adj Close,Volume
2002-01-14,5.000000,6.500000,5.000000,6.000000,4.652618,4000
2002-01-21,6.000000,6.000000,5.000000,5.500000,4.264897,1400
2002-01-28,5.500000,5.500000,5.500000,5.500000,4.264897,0
2002-02-04,5.500000,5.500000,4.500000,4.500000,3.489463,200
2002-02-11,4.500000,5.100000,4.500000,5.100000,3.954723,700
2002-02-18,5.100000,5.100000,4.200000,4.200000,3.256831,1300
2002-02-25,4.200000,4.200000,3.200000,3.200000,2.481395,600
2002-03-04,3.200000,3.200000,3.200000,3.200000,2.481395,100
2002-03-11,3.200000,3.200000,3.200000,3.200000,2.481395,0
2002-03-18,3.200000,3.200000,3.200000,3.200000,2.481395,0
2002-03-25,3.000000,3.000000,3.000000,3.000000,2.326309,400
2002-04-01,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-04-08,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-04-15,3.000000,3.000000,3.000000,3.000000,2.326309,200
2002-04-22,3.000000,4.200000,3.000000,4.200000,3.256831,1200
2002-04-29,4.200000,4.200000,3.000000,3.000000,2.326309,200
2002-05-06,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-05-13,3.000000,3.500000,3.000000,3.500000,2.714027,1200
2002-05-20,3.500000,3.500000,3.500000,3.500000,2.714027,0
2002-05-27,3.000000,3.000000,3.000000,3.000000,2.326309,400
2002-06-03,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-06-10,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-06-17,3.000000,3.000000,3.000000,3.000000,2.326309,1000
2002-06-24,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-07-01,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-07-08,3.000000,3.000000,3.000000,3.000000,2.326309,400
2002-07-15,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-07-22,3.000000,3.000000,3.000000,3.000000,2.326309,600
2002-07-29,3.000000,3.000000,3.000000,3.000000,2.326309,300
2002-08-05,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-08-12,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-08-19,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-08-26,3.000000,3.000000,3.000000,3.000000,2.326309,0
2002-09-02,3.000000,3.000000,3.000000,3.000000,2.326309,100
2002-09-09,3.000000,3.000000,2.500000,2.500000,1.938590,200
2002-09-16,2.500000,2.500000,2.500000,2.500000,1.938590,0
2002-09-23,2.500000,2.500000,2.500000,2.500000,1.938590,0
2002-09-30,2.500000,2.500000,2.500000,2.500000,1.938590,0
